seq0_leftend,seq0_rightend,seq1_leftend,seq1_rightend,seq2_leftend,seq2_rightend,seq3_leftend,seq3_rightend,seq4_leftend,seq4_rightend
5782722,5782790,0,0,0,0,0,0,0,0
5797685,5797723,0,0,0,0,0,0,0,0
5810988,5811010,0,0,0,0,0,0,0,0
5812410,5812449,0,0,0,0,0,0,0,0
5820283,5820312,0,0,0,0,0,0,0,0
5822447,5822476,0,0,0,0,0,0,0,0
5825392,5825442,0,0,0,0,0,0,0,0
5827569,5830277,0,0,0,0,0,0,0,0
5837701,5837727,0,0,0,0,0,0,0,0
5838978,5839007,0,0,0,0,0,0,0,0
5856677,5856700,0,0,0,0,0,0,0,0
5856898,5856922,0,0,0,0,0,0,0,0
5857472,5857495,0,0,0,0,0,0,0,0
5861267,5861294,0,0,0,0,0,0,0,0
5867261,5867513,0,0,0,0,0,0,0,0
5873514,5873669,0,0,0,0,0,0,0,0
5877779,5877802,0,0,0,0,0,0,0,0
5892968,5893858,0,0,0,0,0,0,0,0
5900846,5900952,0,0,0,0,0,0,0,0
5911832,5911854,0,0,0,0,0,0,0,0
5922182,5922222,0,0,0,0,0,0,0,0
5923483,5923506,0,0,0,0,0,0,0,0
6004429,6004456,0,0,0,0,0,0,0,0
6017707,6017738,0,0,0,0,0,0,0,0
6030177,6030202,0,0,0,0,0,0,0,0
6053445,6053481,0,0,0,0,0,0,0,0
6061336,6061375,0,0,0,0,0,0,0,0
6063045,6063147,0,0,0,0,0,0,0,0
6072850,6073048,0,0,0,0,0,0,0,0
6106405,6106476,0,0,0,0,0,0,0,0
6106509,6106729,0,0,0,0,0,0,0,0
6121096,6121124,0,0,0,0,0,0,0,0
6135002,6135140,0,0,0,0,0,0,0,0
6162667,6162730,0,0,0,0,0,0,0,0
6174865,6174889,0,0,0,0,0,0,0,0
6187349,6187503,0,0,0,0,0,0,0,0
6192591,6192622,0,0,0,0,0,0,0,0
6227934,6228225,0,0,0,0,0,0,0,0
6231899,6231943,0,0,0,0,0,0,0,0
6232529,6232789,0,0,0,0,0,0,0,0
6233634,6233673,0,0,0,0,0,0,0,0
6242218,6242251,0,0,0,0,0,0,0,0
6242504,6242657,0,0,0,0,0,0,0,0
6258295,6258334,0,0,0,0,0,0,0,0
6288502,6289008,0,0,0,0,0,0,0,0
6298957,6298984,0,0,0,0,0,0,0,0
6303721,6303981,0,0,0,0,0,0,0,0
6326608,6326634,0,0,0,0,0,0,0,0
6340419,6340493,0,0,0,0,0,0,0,0
6359135,6359174,0,0,0,0,0,0,0,0
6376497,6376600,0,0,0,0,0,0,0,0
6380504,6380619,0,0,0,0,0,0,0,0
6381054,6381121,0,0,0,0,0,0,0,0
6389543,6389578,0,0,0,0,0,0,0,0
6420302,6420334,0,0,0,0,0,0,0,0
6429483,6429502,0,0,0,0,0,0,0,0
6479422,6479447,0,0,0,0,0,0,0,0
6484758,6484781,0,0,0,0,0,0,0,0
6485139,6485294,0,0,0,0,0,0,0,0
6558800,6558925,0,0,0,0,0,0,0,0
6570487,6570690,0,0,0,0,0,0,0,0
6575095,6575114,0,0,0,0,0,0,0,0
6609361,6609766,0,0,0,0,0,0,0,0
6666507,6666537,0,0,0,0,0,0,0,0
6669294,6669313,0,0,0,0,0,0,0,0
6670679,6670826,0,0,0,0,0,0,0,0
6670867,6671257,0,0,0,0,0,0,0,0
6679685,6679716,0,0,0,0,0,0,0,0
6692692,6692738,0,0,0,0,0,0,0,0
6695402,6695435,0,0,0,0,0,0,0,0
6699392,6699427,0,0,0,0,0,0,0,0
6702867,6702902,0,0,0,0,0,0,0,0
6703491,6703520,0,0,0,0,0,0,0,0
6705582,6705801,0,0,0,0,0,0,0,0
6708707,6708734,0,0,0,0,0,0,0,0
6746249,6746282,0,0,0,0,0,0,0,0
6746700,6746727,0,0,0,0,0,0,0,0
7776178,7776226,0,0,0,0,0,0,0,0
7863276,7863300,0,0,0,0,0,0,0,0
7879214,7879237,0,0,0,0,0,0,0,0
7881584,7881609,0,0,0,0,0,0,0,0
7893474,7893577,0,0,0,0,0,0,0,0
7893635,7893858,0,0,0,0,0,0,0,0
7894988,7895015,0,0,0,0,0,0,0,0
7902518,7902542,0,0,0,0,0,0,0,0
7914871,7914897,0,0,0,0,0,0,0,0
7922101,7922216,0,0,0,0,0,0,0,0
7926418,7926455,0,0,0,0,0,0,0,0
7948442,7948478,0,0,0,0,0,0,0,0
7965096,7965127,0,0,0,0,0,0,0,0
7968789,7968900,0,0,0,0,0,0,0,0
7980768,7980799,0,0,0,0,0,0,0,0
8000368,8000395,0,0,0,0,0,0,0,0
8000860,8000911,0,0,0,0,0,0,0,0
8002541,8002565,0,0,0,0,0,0,0,0
8039615,8039639,0,0,0,0,0,0,0,0
8058483,8058507,0,0,0,0,0,0,0,0
8060887,8060940,0,0,0,0,0,0,0,0
8078606,8078655,0,0,0,0,0,0,0,0
8102182,8102241,0,0,0,0,0,0,0,0
8105469,8105627,0,0,0,0,0,0,0,0
8106611,8106634,0,0,0,0,0,0,0,0
8109336,8109436,0,0,0,0,0,0,0,0
8109466,8109613,0,0,0,0,0,0,0,0
8112521,8112553,0,0,0,0,0,0,0,0
8123986,8124791,0,0,0,0,0,0,0,0
8125044,8125100,0,0,0,0,0,0,0,0
8126847,8127433,0,0,0,0,0,0,0,0
8186313,8186342,0,0,0,0,0,0,0,0
8188442,8188477,0,0,0,0,0,0,0,0
8194177,8194201,0,0,0,0,0,0,0,0
8208619,8208646,0,0,0,0,0,0,0,0
8213311,8213402,0,0,0,0,0,0,0,0
8213661,8213680,0,0,0,0,0,0,0,0
8236084,8236143,0,0,0,0,0,0,0,0
8240500,8240527,0,0,0,0,0,0,0,0
8242394,8242427,0,0,0,0,0,0,0,0
8244180,8244261,0,0,0,0,0,0,0,0
8266230,8266253,0,0,0,0,0,0,0,0
8288801,8288836,0,0,0,0,0,0,0,0
8328142,8328178,0,0,0,0,0,0,0,0
8345262,8345297,0,0,0,0,0,0,0,0
8359030,8359060,0,0,0,0,0,0,0,0
8367825,8367853,0,0,0,0,0,0,0,0
8369063,8369214,0,0,0,0,0,0,0,0
8398796,8398967,0,0,0,0,0,0,0,0
8429727,8429808,0,0,0,0,0,0,0,0
8512763,8512793,0,0,0,0,0,0,0,0
8515616,8515649,0,0,0,0,0,0,0,0
8530829,8530873,0,0,0,0,0,0,0,0
8541200,8541482,0,0,0,0,0,0,0,0
8557512,8557739,0,0,0,0,0,0,0,0
8577303,8577715,0,0,0,0,0,0,0,0
8597831,8597863,0,0,0,0,0,0,0,0
8601530,8603011,0,0,0,0,0,0,0,0
8627151,8627224,0,0,0,0,0,0,0,0
8628737,8628768,0,0,0,0,0,0,0,0
8633257,8633540,0,0,0,0,0,0,0,0
8634359,8634454,0,0,0,0,0,0,0,0
8638431,8638491,0,0,0,0,0,0,0,0
8639486,8639553,0,0,0,0,0,0,0,0
8657638,8657770,0,0,0,0,0,0,0,0
8665582,8665617,0,0,0,0,0,0,0,0
8694067,8694384,0,0,0,0,0,0,0,0
8700851,8700874,0,0,0,0,0,0,0,0
8708815,8708868,0,0,0,0,0,0,0,0
8773191,8773229,0,0,0,0,0,0,0,0
8780517,8780546,0,0,0,0,0,0,0,0
8784022,8784054,0,0,0,0,0,0,0,0
8795547,8795578,0,0,0,0,0,0,0,0
8808763,8808788,0,0,0,0,0,0,0,0
8810951,8811052,0,0,0,0,0,0,0,0
8813359,8813391,0,0,0,0,0,0,0,0
8850821,8850878,0,0,0,0,0,0,0,0
8857838,8857870,0,0,0,0,0,0,0,0
8858079,8861503,0,0,0,0,0,0,0,0
8899857,8899879,0,0,0,0,0,0,0,0
8900380,8900417,0,0,0,0,0,0,0,0
8910765,8910879,0,0,0,0,0,0,0,0
8913211,8913230,0,0,0,0,0,0,0,0
8933828,8934004,0,0,0,0,0,0,0,0
8940577,8940604,0,0,0,0,0,0,0,0
8962483,8962514,0,0,0,0,0,0,0,0
8971676,8971724,0,0,0,0,0,0,0,0
8975564,8975671,0,0,0,0,0,0,0,0
8988002,8988531,0,0,0,0,0,0,0,0
8992530,8992550,0,0,0,0,0,0,0,0
9005702,9005730,0,0,0,0,0,0,0,0
9022028,9022059,0,0,0,0,0,0,0,0
9036844,9036867,0,0,0,0,0,0,0,0
9050325,9050346,0,0,0,0,0,0,0,0
9056065,9056173,0,0,0,0,0,0,0,0
9072167,9072511,0,0,0,0,0,0,0,0
9074482,9074525,0,0,0,0,0,0,0,0
9117532,9117555,0,0,0,0,0,0,0,0
9125851,9125877,0,0,0,0,0,0,0,0
9136350,9136375,0,0,0,0,0,0,0,0
9197914,9205011,0,0,0,0,0,0,0,0
9244290,9244325,0,0,0,0,0,0,0,0
9245797,9246180,0,0,0,0,0,0,0,0
9257624,9257743,0,0,0,0,0,0,0,0
9297603,9298058,0,0,0,0,0,0,0,0
9300192,9300583,0,0,0,0,0,0,0,0
9345557,9345578,0,0,0,0,0,0,0,0
9366966,9367021,0,0,0,0,0,0,0,0
9400253,9400316,0,0,0,0,0,0,0,0
9400840,9400863,0,0,0,0,0,0,0,0
9410026,9410059,0,0,0,0,0,0,0,0
9410145,9410168,0,0,0,0,0,0,0,0
9410665,9410684,0,0,0,0,0,0,0,0
9461987,9462026,0,0,0,0,0,0,0,0
9466456,9466483,0,0,0,0,0,0,0,0
9481321,9481345,0,0,0,0,0,0,0,0
9482391,9482426,0,0,0,0,0,0,0,0
9484802,9484828,0,0,0,0,0,0,0,0
9512861,9512884,0,0,0,0,0,0,0,0
9561352,9561407,0,0,0,0,0,0,0,0
9602733,9602790,0,0,0,0,0,0,0,0
9604459,9604711,0,0,0,0,0,0,0,0
9609691,9609832,0,0,0,0,0,0,0,0
9619290,9619311,0,0,0,0,0,0,0,0
9628113,9628190,0,0,0,0,0,0,0,0
9644784,9644864,0,0,0,0,0,0,0,0
9654454,9654583,0,0,0,0,0,0,0,0
9662552,9662578,0,0,0,0,0,0,0,0
9680141,9680213,0,0,0,0,0,0,0,0
9715303,9715639,0,0,0,0,0,0,0,0
9717903,9717932,0,0,0,0,0,0,0,0
9727414,9727443,0,0,0,0,0,0,0,0
9730217,9730392,0,0,0,0,0,0,0,0
9731667,9731734,0,0,0,0,0,0,0,0
9737907,9737932,0,0,0,0,0,0,0,0
9741373,9741910,0,0,0,0,0,0,0,0
9746197,9746262,0,0,0,0,0,0,0,0
9753996,9754037,0,0,0,0,0,0,0,0
9761135,9761157,0,0,0,0,0,0,0,0
9761336,9761590,0,0,0,0,0,0,0,0
9785395,9785436,0,0,0,0,0,0,0,0
9796319,9796373,0,0,0,0,0,0,0,0
9796878,9796897,0,0,0,0,0,0,0,0
9809692,9809732,0,0,0,0,0,0,0,0
9820392,9820490,0,0,0,0,0,0,0,0
9822717,9822739,0,0,0,0,0,0,0,0
9848098,9848166,0,0,0,0,0,0,0,0
9876035,9876123,0,0,0,0,0,0,0,0
9881138,9881520,0,0,0,0,0,0,0,0
9899965,9900007,0,0,0,0,0,0,0,0
9904770,9904837,0,0,0,0,0,0,0,0
9906974,9906994,0,0,0,0,0,0,0,0
9907072,9907111,0,0,0,0,0,0,0,0
9919160,9919317,0,0,0,0,0,0,0,0
9919857,9919890,0,0,0,0,0,0,0,0
9935721,9935996,0,0,0,0,0,0,0,0
9942140,9942159,0,0,0,0,0,0,0,0
9944056,9944083,0,0,0,0,0,0,0,0
9947012,9947044,0,0,0,0,0,0,0,0
9960550,9960582,0,0,0,0,0,0,0,0
9975105,9975144,0,0,0,0,0,0,0,0
9980541,9980593,0,0,0,0,0,0,0,0
9985584,9985983,0,0,0,0,0,0,0,0
9993212,9993338,0,0,0,0,0,0,0,0
9996320,9996382,0,0,0,0,0,0,0,0
9998701,9998731,0,0,0,0,0,0,0,0
10041491,10041514,0,0,0,0,0,0,0,0
10046153,10046177,0,0,0,0,0,0,0,0
10056212,10056346,0,0,0,0,0,0,0,0
10074408,10074477,0,0,0,0,0,0,0,0
10084454,10084486,0,0,0,0,0,0,0,0
10088391,10088424,0,0,0,0,0,0,0,0
10094564,10094584,0,0,0,0,0,0,0,0
10116022,10116067,0,0,0,0,0,0,0,0
10126758,10126780,0,0,0,0,0,0,0,0
10128747,10128825,0,0,0,0,0,0,0,0
10152788,10152828,0,0,0,0,0,0,0,0
10163892,10163924,0,0,0,0,0,0,0,0
10164017,10164052,0,0,0,0,0,0,0,0
10164336,10164377,0,0,0,0,0,0,0,0
10173086,10173121,0,0,0,0,0,0,0,0
10191156,10191185,0,0,0,0,0,0,0,0
10197074,10197138,0,0,0,0,0,0,0,0
10203926,10203972,0,0,0,0,0,0,0,0
10231129,10231154,0,0,0,0,0,0,0,0
10233447,10234091,0,0,0,0,0,0,0,0
10243019,10243049,0,0,0,0,0,0,0,0
10258988,10259091,0,0,0,0,0,0,0,0
10266178,10266233,0,0,0,0,0,0,0,0
10266463,10266496,0,0,0,0,0,0,0,0
10268304,10268362,0,0,0,0,0,0,0,0
10301124,10301148,0,0,0,0,0,0,0,0
10312480,10313227,0,0,0,0,0,0,0,0
10345055,10345104,0,0,0,0,0,0,0,0
10360181,10360200,0,0,0,0,0,0,0,0
10380151,10380181,0,0,0,0,0,0,0,0
10388450,10388632,0,0,0,0,0,0,0,0
10395105,10395147,0,0,0,0,0,0,0,0
10418743,10418771,0,0,0,0,0,0,0,0
10443701,10443994,0,0,0,0,0,0,0,0
10447188,10447289,0,0,0,0,0,0,0,0
10452330,10452350,0,0,0,0,0,0,0,0
10487219,10487252,0,0,0,0,0,0,0,0
10505024,10505054,0,0,0,0,0,0,0,0
10546407,10546465,0,0,0,0,0,0,0,0
10587061,10587080,0,0,0,0,0,0,0,0
10662847,10662957,0,0,0,0,0,0,0,0
10663106,10663126,0,0,0,0,0,0,0,0
10666040,10666243,0,0,0,0,0,0,0,0
10705012,10705050,0,0,0,0,0,0,0,0
10710964,10711010,0,0,0,0,0,0,0,0
10715932,10715955,0,0,0,0,0,0,0,0
10718432,10718462,0,0,0,0,0,0,0,0
10764490,10764528,0,0,0,0,0,0,0,0
10782359,10782393,0,0,0,0,0,0,0,0
10785545,10785568,0,0,0,0,0,0,0,0
10793552,10794047,0,0,0,0,0,0,0,0
10804570,10804781,0,0,0,0,0,0,0,0
10808596,10808619,0,0,0,0,0,0,0,0
10825619,10826127,0,0,0,0,0,0,0,0
10841695,10841722,0,0,0,0,0,0,0,0
10845870,10845944,0,0,0,0,0,0,0,0
10846858,10847064,0,0,0,0,0,0,0,0
10862400,10862425,0,0,0,0,0,0,0,0
10910703,10910733,0,0,0,0,0,0,0,0
10912919,10912948,0,0,0,0,0,0,0,0
10920122,10920141,0,0,0,0,0,0,0,0
10921478,10921576,0,0,0,0,0,0,0,0
10923509,10923528,0,0,0,0,0,0,0,0
10931142,10931196,0,0,0,0,0,0,0,0
10931249,10931287,0,0,0,0,0,0,0,0
10933738,10933769,0,0,0,0,0,0,0,0
10935029,10935048,0,0,0,0,0,0,0,0
10944015,10944061,0,0,0,0,0,0,0,0
10944133,10944207,0,0,0,0,0,0,0,0
10947799,10947824,0,0,0,0,0,0,0,0
10953005,10953034,0,0,0,0,0,0,0,0
10954702,10954729,0,0,0,0,0,0,0,0
10964901,10964941,0,0,0,0,0,0,0,0
10966266,10966295,0,0,0,0,0,0,0,0
10976120,10976806,0,0,0,0,0,0,0,0
10989234,10989261,0,0,0,0,0,0,0,0
10999001,10999031,0,0,0,0,0,0,0,0
11005629,11005658,0,0,0,0,0,0,0,0
11013128,11013151,0,0,0,0,0,0,0,0
11015779,11017401,0,0,0,0,0,0,0,0
11020538,11020568,0,0,0,0,0,0,0,0
11026188,11026312,0,0,0,0,0,0,0,0
11044870,11045208,0,0,0,0,0,0,0,0
11074491,11074516,0,0,0,0,0,0,0,0
11094957,11094984,0,0,0,0,0,0,0,0
11095297,11095369,0,0,0,0,0,0,0,0
11115063,11115147,0,0,0,0,0,0,0,0
11122500,11122532,0,0,0,0,0,0,0,0
11135913,11136143,0,0,0,0,0,0,0,0
11142498,11142535,0,0,0,0,0,0,0,0
11155155,11156266,0,0,0,0,0,0,0,0
11160728,11160758,0,0,0,0,0,0,0,0
11181030,11181061,0,0,0,0,0,0,0,0
11183643,11183665,0,0,0,0,0,0,0,0
11190086,11190175,0,0,0,0,0,0,0,0
11205044,11205523,0,0,0,0,0,0,0,0
11210836,11210886,0,0,0,0,0,0,0,0
11236479,11236528,0,0,0,0,0,0,0,0
11256939,11256980,0,0,0,0,0,0,0,0
11272835,11272868,0,0,0,0,0,0,0,0
11278206,11280107,0,0,0,0,0,0,0,0
11280541,11280921,0,0,0,0,0,0,0,0
11300788,11300817,0,0,0,0,0,0,0,0
11305817,11305851,0,0,0,0,0,0,0,0
11305885,11305978,0,0,0,0,0,0,0,0
11312238,11312265,0,0,0,0,0,0,0,0
11312453,11312762,0,0,0,0,0,0,0,0
11435812,11435903,0,0,0,0,0,0,0,0
11462082,11462118,0,0,0,0,0,0,0,0
11473125,11473148,0,0,0,0,0,0,0,0
11473421,11473462,0,0,0,0,0,0,0,0
11474946,11475457,0,0,0,0,0,0,0,0
11479479,11479516,0,0,0,0,0,0,0,0
11485585,11486181,0,0,0,0,0,0,0,0
11493616,11493642,0,0,0,0,0,0,0,0
11502559,11502615,0,0,0,0,0,0,0,0
11503246,11503269,0,0,0,0,0,0,0,0
11504281,11504320,0,0,0,0,0,0,0,0
11505349,11505466,0,0,0,0,0,0,0,0
11509007,11509035,0,0,0,0,0,0,0,0
11510903,11511573,0,0,0,0,0,0,0,0
11561591,11561698,0,0,0,0,0,0,0,0
11568191,11568233,0,0,0,0,0,0,0,0
11577026,11577145,0,0,0,0,0,0,0,0
11595940,11595969,0,0,0,0,0,0,0,0
11598655,11598735,0,0,0,0,0,0,0,0
11625750,11625779,0,0,0,0,0,0,0,0
11626804,11626836,0,0,0,0,0,0,0,0
11629738,11629764,0,0,0,0,0,0,0,0
11646598,11646623,0,0,0,0,0,0,0,0
11656643,11656674,0,0,0,0,0,0,0,0
11663963,11664096,0,0,0,0,0,0,0,0
11683980,11684071,0,0,0,0,0,0,0,0
11694267,11694292,0,0,0,0,0,0,0,0
11695600,11695621,0,0,0,0,0,0,0,0
11700732,11700824,0,0,0,0,0,0,0,0
11702763,11702922,0,0,0,0,0,0,0,0
11707232,11707261,0,0,0,0,0,0,0,0
11708849,11708942,0,0,0,0,0,0,0,0
11710656,11710690,0,0,0,0,0,0,0,0
11710822,11710887,0,0,0,0,0,0,0,0
11711155,11711186,0,0,0,0,0,0,0,0
11738098,11738123,0,0,0,0,0,0,0,0
11745476,11745556,0,0,0,0,0,0,0,0
11748112,11748135,0,0,0,0,0,0,0,0
11752367,11752481,0,0,0,0,0,0,0,0
11763761,11763798,0,0,0,0,0,0,0,0
11770655,11770679,0,0,0,0,0,0,0,0
11781103,11781130,0,0,0,0,0,0,0,0
11792854,11792874,0,0,0,0,0,0,0,0
11797173,11797193,0,0,0,0,0,0,0,0
11813534,11813559,0,0,0,0,0,0,0,0
11820337,11820364,0,0,0,0,0,0,0,0
11843617,11843835,0,0,0,0,0,0,0,0
11845786,11846118,0,0,0,0,0,0,0,0
11848758,11848784,0,0,0,0,0,0,0,0
11854781,11854984,0,0,0,0,0,0,0,0
11855088,11855437,0,0,0,0,0,0,0,0
11890137,11890161,0,0,0,0,0,0,0,0
11890685,11890711,0,0,0,0,0,0,0,0
11899062,11899365,0,0,0,0,0,0,0,0
11902875,11902899,0,0,0,0,0,0,0,0
11912918,11912943,0,0,0,0,0,0,0,0
11921823,11921903,0,0,0,0,0,0,0,0
11938200,11938640,0,0,0,0,0,0,0,0
11949514,11949553,0,0,0,0,0,0,0,0
11956447,11956472,0,0,0,0,0,0,0,0
12004976,12005009,0,0,0,0,0,0,0,0
12010674,12010697,0,0,0,0,0,0,0,0
12014786,12014829,0,0,0,0,0,0,0,0
12041320,12041369,0,0,0,0,0,0,0,0
12047548,12047573,0,0,0,0,0,0,0,0
12052686,12052771,0,0,0,0,0,0,0,0
12054667,12054701,0,0,0,0,0,0,0,0
12091312,12091355,0,0,0,0,0,0,0,0
12098834,12098863,0,0,0,0,0,0,0,0
12122758,12122825,0,0,0,0,0,0,0,0
12143000,12143039,0,0,0,0,0,0,0,0
12143980,12144017,0,0,0,0,0,0,0,0
12144294,12144317,0,0,0,0,0,0,0,0
12176191,12176221,0,0,0,0,0,0,0,0
12185215,12185242,0,0,0,0,0,0,0,0
12189601,12189630,0,0,0,0,0,0,0,0
12196267,12196302,0,0,0,0,0,0,0,0
12214026,12214067,0,0,0,0,0,0,0,0
12217089,12217112,0,0,0,0,0,0,0,0
12254899,12254926,0,0,0,0,0,0,0,0
12259051,12259114,0,0,0,0,0,0,0,0
12285851,12285874,0,0,0,0,0,0,0,0
12289044,12289064,0,0,0,0,0,0,0,0
12297705,12297736,0,0,0,0,0,0,0,0
12315170,12315218,0,0,0,0,0,0,0,0
12323328,12323347,0,0,0,0,0,0,0,0
12373924,12373946,0,0,0,0,0,0,0,0
12403363,12403574,0,0,0,0,0,0,0,0
12428543,12429416,0,0,0,0,0,0,0,0
12436933,12436962,0,0,0,0,0,0,0,0
12448536,12448565,0,0,0,0,0,0,0,0
12462362,12462513,0,0,0,0,0,0,0,0
12521269,12521290,0,0,0,0,0,0,0,0
12526352,12526373,0,0,0,0,0,0,0,0
12550909,12550960,0,0,0,0,0,0,0,0
12555665,12555688,0,0,0,0,0,0,0,0
12563268,12563310,0,0,0,0,0,0,0,0
12570709,12570750,0,0,0,0,0,0,0,0
12576220,12576387,0,0,0,0,0,0,0,0
12578740,12582749,0,0,0,0,0,0,0,0
12600450,12600485,0,0,0,0,0,0,0,0
12637375,12637618,0,0,0,0,0,0,0,0
12643706,12643756,0,0,0,0,0,0,0,0
12653932,12653951,0,0,0,0,0,0,0,0
12675512,12675534,0,0,0,0,0,0,0,0
12677466,12677527,0,0,0,0,0,0,0,0
12678135,12678178,0,0,0,0,0,0,0,0
12680904,12681384,0,0,0,0,0,0,0,0
12687901,12687942,0,0,0,0,0,0,0,0
12718761,12718784,0,0,0,0,0,0,0,0
12722757,12722786,0,0,0,0,0,0,0,0
12723571,12723627,0,0,0,0,0,0,0,0
12747974,12748009,0,0,0,0,0,0,0,0
12750185,12750211,0,0,0,0,0,0,0,0
12775212,12775241,0,0,0,0,0,0,0,0
12777973,12778046,0,0,0,0,0,0,0,0
12779094,12779133,0,0,0,0,0,0,0,0
12796419,12796644,0,0,0,0,0,0,0,0
12799039,12799071,0,0,0,0,0,0,0,0
12799219,12799248,0,0,0,0,0,0,0,0
12806478,12806528,0,0,0,0,0,0,0,0
12810615,12810638,0,0,0,0,0,0,0,0
12827527,12827551,0,0,0,0,0,0,0,0
12861055,12861085,0,0,0,0,0,0,0,0
12875841,12875866,0,0,0,0,0,0,0,0
12890409,12890433,0,0,0,0,0,0,0,0
12904233,12904262,0,0,0,0,0,0,0,0
12906696,12906733,0,0,0,0,0,0,0,0
12906992,12907062,0,0,0,0,0,0,0,0
12912279,12913499,0,0,0,0,0,0,0,0
12914189,12914212,0,0,0,0,0,0,0,0
12931643,12931673,0,0,0,0,0,0,0,0
12939724,12939845,0,0,0,0,0,0,0,0
12967826,12967872,0,0,0,0,0,0,0,0
12984353,12984396,0,0,0,0,0,0,0,0
12995427,12995479,0,0,0,0,0,0,0,0
13026962,13027257,0,0,0,0,0,0,0,0
13028963,13029014,0,0,0,0,0,0,0,0
13029365,13029405,0,0,0,0,0,0,0,0
13037639,13038394,0,0,0,0,0,0,0,0
13054820,13054888,0,0,0,0,0,0,0,0
13063735,13063755,0,0,0,0,0,0,0,0
13068477,13068497,0,0,0,0,0,0,0,0
13069573,13069597,0,0,0,0,0,0,0,0
13073879,13073911,0,0,0,0,0,0,0,0
13082595,13082620,0,0,0,0,0,0,0,0
13090150,13090169,0,0,0,0,0,0,0,0
13093341,13093393,0,0,0,0,0,0,0,0
13095318,13095397,0,0,0,0,0,0,0,0
13098209,13098238,0,0,0,0,0,0,0,0
13112811,13112882,0,0,0,0,0,0,0,0
13121936,13122023,0,0,0,0,0,0,0,0
13131501,13131522,0,0,0,0,0,0,0,0
13137470,13137497,0,0,0,0,0,0,0,0
13149165,13149217,0,0,0,0,0,0,0,0
13150356,13150381,0,0,0,0,0,0,0,0
13155711,13155735,0,0,0,0,0,0,0,0
13158893,13158926,0,0,0,0,0,0,0,0
13159023,13159079,0,0,0,0,0,0,0,0
13159203,13159240,0,0,0,0,0,0,0,0
13168546,13168578,0,0,0,0,0,0,0,0
13201750,13201779,0,0,0,0,0,0,0,0
13266545,13266641,0,0,0,0,0,0,0,0
13277355,13277374,0,0,0,0,0,0,0,0
13303186,13303210,0,0,0,0,0,0,0,0
13308387,13308411,0,0,0,0,0,0,0,0
13314815,13314860,0,0,0,0,0,0,0,0
13328111,13328140,0,0,0,0,0,0,0,0
13333810,13333839,0,0,0,0,0,0,0,0
13335379,13335398,0,0,0,0,0,0,0,0
13356021,13356050,0,0,0,0,0,0,0,0
13359896,13359935,0,0,0,0,0,0,0,0
13360061,13360099,0,0,0,0,0,0,0,0
13367210,13367237,0,0,0,0,0,0,0,0
13369816,13369846,0,0,0,0,0,0,0,0
13377062,13377106,0,0,0,0,0,0,0,0
13450799,13450829,0,0,0,0,0,0,0,0
13451907,13451926,0,0,0,0,0,0,0,0
13458052,13458103,0,0,0,0,0,0,0,0
13463829,13463854,0,0,0,0,0,0,0,0
13483042,13484399,0,0,0,0,0,0,0,0
13493588,13493620,0,0,0,0,0,0,0,0
13498414,13498456,0,0,0,0,0,0,0,0
13507234,13507265,0,0,0,0,0,0,0,0
13507337,13507458,0,0,0,0,0,0,0,0
13507859,13508422,0,0,0,0,0,0,0,0
13562060,13562423,0,0,0,0,0,0,0,0
13582491,13582522,0,0,0,0,0,0,0,0
13594747,13594835,0,0,0,0,0,0,0,0
13607914,13607953,0,0,0,0,0,0,0,0
13609843,13609881,0,0,0,0,0,0,0,0
13631042,13631125,0,0,0,0,0,0,0,0
13645786,13645917,0,0,0,0,0,0,0,0
13653244,13653301,0,0,0,0,0,0,0,0
13673513,13673540,0,0,0,0,0,0,0,0
13705961,13705996,0,0,0,0,0,0,0,0
13743979,13744023,0,0,0,0,0,0,0,0
13753492,13753535,0,0,0,0,0,0,0,0
13812724,13812786,0,0,0,0,0,0,0,0
13820082,13820101,0,0,0,0,0,0,0,0
13820511,13820627,0,0,0,0,0,0,0,0
13839134,13839194,0,0,0,0,0,0,0,0
13844279,13844305,0,0,0,0,0,0,0,0
13877567,13878641,0,0,0,0,0,0,0,0
13893588,13893626,0,0,0,0,0,0,0,0
13904364,13904389,0,0,0,0,0,0,0,0
13916240,13918697,0,0,0,0,0,0,0,0
13920396,13920432,0,0,0,0,0,0,0,0
13922025,13922047,0,0,0,0,0,0,0,0
13923359,13923746,0,0,0,0,0,0,0,0
13948808,13949127,0,0,0,0,0,0,0,0
13990989,13991019,0,0,0,0,0,0,0,0
13993912,13993931,0,0,0,0,0,0,0,0
14024198,14024268,0,0,0,0,0,0,0,0
14029073,14029111,0,0,0,0,0,0,0,0
14033075,14033114,0,0,0,0,0,0,0,0
14053765,14053790,0,0,0,0,0,0,0,0
14079752,14079777,0,0,0,0,0,0,0,0
14088026,14088051,0,0,0,0,0,0,0,0
14098887,14098914,0,0,0,0,0,0,0,0
14099369,14099392,0,0,0,0,0,0,0,0
14102001,14102057,0,0,0,0,0,0,0,0
14160303,14160346,0,0,0,0,0,0,0,0
14206139,14206168,0,0,0,0,0,0,0,0
14206870,14206922,0,0,0,0,0,0,0,0
14207566,14207739,0,0,0,0,0,0,0,0
14207834,14208076,0,0,0,0,0,0,0,0
14208902,14208925,0,0,0,0,0,0,0,0
14209078,14209098,0,0,0,0,0,0,0,0
14220481,14220606,0,0,0,0,0,0,0,0
